"row","col","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000","2010","2020","2030","2040","2050","2060"
"372","90","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901","17.014295578002901"
"372","91","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098","55.362766265869098"
"372","92","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402","62.511379241943402"
"372","93","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697","43.499809265136697"
"372","94","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402","52.545070648193402"
"372","95","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499","18.302762985229499"
"372","96","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503","47.667285919189503"
"372","97","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298","38.854568481445298"
"372","98","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602","60.267055511474602"
"372","99","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602","51.644008636474602"
"372","100","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699","38.693355560302699"
"372","101","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801","58.298179626464801"
"372","102","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898","37.124423980712898"
