"row","col","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000","2010","2020","2030","2040","2050","2060"
"372","90","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875","1862.30810546875"
"372","91","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938","2487.67553710938"
"372","92","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312","2513.14184570312"
"372","93","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875","2147.76171875"
"372","94","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688","2475.13159179688"
"372","95","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125","2125.8720703125"
"372","96","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062","2545.03540039062"
"372","97","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062","2788.54321289062"
"372","98","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125","2845.11376953125"
"372","99","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875","2528.92919921875"
"372","100","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125","2089.970703125"
"372","101","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125","2521.62939453125"
"372","102","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625","2140.98291015625"
"372","103","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625","2612.93994140625"
"372","104","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062","2514.18774414062"
"372","105","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938","2609.21069335938"
"372","106","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625","2430.3603515625"
"372","107","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312","2543.48168945312"
"372","108","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375","2474.662109375"
"372","109","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438","2380.19311523438"
"372","110","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125","2512.28125"
"372","111","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062","2524.76977539062"
