"row","col","1900","1910","1920","1930","1940","1950","1960","1970","1980","1990","2000","2010","2020","2030","2040","2050","2060"
"372","90","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089","0.94114288330078089"
"372","91","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671","0.12658428192138671"
"372","92","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961","0.17138734817504961"
"372","93","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927","0.35597927093505927"
"372","94","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544","0.0323374485969544"
"372","95","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956","0.40148681640624956"
"372","96","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722","0.39380252838134722"
"372","97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"372","98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"372","99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
